name	norad	classification	int_desig	epoch_year	epoch_day	dn_o2	ddn_o6	bstar	set_num	inc	raan	ecc	argp	M	n	rev_num	epoch
COSMOS 839 DEB	21128	U	76067BY	2022	92.80621304	2.03E-06	0	0.0008523	999	66.0393	324.3413	0.0678777	7.3284	61.4033	12.40869484	42587	20:56.8
SL-12 R/B(2)	21129	U	91010F	2022	92.64562667	-1.41E-06	0	0	999	14.1957	353.6803	0.0015258	172.8582	158.8932	1.00103238	11428	29:42.1
COSMOS 2135	21130	U	91013A	2022	92.90945917	6.80E-07	0	5.10E-05	999	82.825	300.41	0.0065856	182.2799	177.8069	13.78569279	56433	49:37.3
SL-8 R/B	21131	U	91013B	2022	92.91575391	8.80E-07	0	6.80E-05	999	82.8227	275.2679	0.0065263	93.6332	267.2293	13.80300358	56611	58:41.1
RADUGA 27	21132	U	91014A	2022	92.84493726	1.11E-06	0	0	999	14.7419	349.1111	0.0005618	70.6033	105.5726	1.00217129	11390	16:42.6
SL-12 R/B(2)	21135	U	91014D	2022	92.74339031	-1.86E-06	0	0	999	13.5562	344.5007	0.0028907	102.31	80.52	1.03431618	11745	50:28.9
SL-8 DEB	21136	U	91009N	2022	92.60680375	1.41E-06	0	0.0017686	999	73.9982	172.9555	0.0286751	337.7336	136.1577	11.97097869	35992	33:47.8
SL-8 DEB	21137	U	91009P	2022	92.93098932	-1.20E-07	0	1.96E-05	999	74.0479	10.5148	0.0151191	2.4717	65.7426	12.1803439	38346	20:37.5
SL-8 DEB	21138	U	91009Q	2022	92.74913469	-1.60E-07	0	-2.19E-06	999	74.0785	93.921	0.0217047	314.9507	154.8654	12.2915773	39705	58:45.2
ASTRA 1B	21139	U	91015A	2022	92.78584472	-7.20E-07	0	0	999	11.4843	32.3647	0.0015057	338.1189	25.6224	0.98509521	10115	51:37.0
METEOSAT 5 (MOP 2)	21140	U	91015B	2022	92.3882026	-1.70E-07	0	0	999	15.1374	1.3382	0.0003822	236.2761	331.4452	0.98450047	11507	19:00.7
INMARSAT 2-F2	21149	U	91018A	2022	92.68268647	-2.11E-06	0	0	999	11.9031	17.7942	0.0004778	0.6416	183.056	0.9872436	2828	23:04.1
INMARSAT 2-F2 R/B(PAM-D)	21151	U	91018C	2022	92.66489268	0.00018382	0	0.0018154	999	23.1813	208.4324	0.4181129	151.9574	238.8714	7.06756121	62621	57:26.7
NADEZHDA 3	21152	U	91019A	2022	92.85822866	7.40E-07	0	6.17E-05	999	82.9317	3.2226	0.0042579	38.1804	28.5083	13.74281046	55712	35:51.0
SL-8 R/B	21153	U	91019B	2022	93.09392499	1.29E-06	0	0.00011691	999	82.9278	340.0324	0.0028104	300.3625	221.9111	13.760234	55944	15:15.1
SL-8 DEB	21154	U	91009R	2022	92.92776819	1.23E-06	0	0.0015803	999	74.2553	289.4625	0.0191098	310.099	175.1961	12.01148395	36496	15:59.2
SL-8 DEB	21155	U	91009S	2022	92.63611988	-1.80E-07	0	-2.48E-05	999	73.9198	279.6004	0.0143623	96.4699	330.9636	12.3068984	39876	16:00.8
SL-8 DEB	21156	U	91009T	2022	92.72371917	1.00E-07	0	0.00019867	999	73.9147	181.5637	0.0146789	0.4457	71.8844	12.33850418	39975	22:09.3
SL-8 DEB	21157	U	91009U	2022	92.51216661	2.00E-07	0	0.00031689	999	73.9478	121.7878	0.0175273	272.206	206.6812	12.24107548	38871	17:31.2
SL-8 DEB	21158	U	91009V	2022	92.92297838	-6.10E-07	0	-0.00048252	999	74.1013	173.941	0.0141425	79.8643	38.0995	12.13907081	37709	09:05.3
SL-8 DEB	21159	U	91009W	2022	92.88476743	3.70E-07	0	0.00043198	999	73.9446	342.0079	0.0143997	127.7735	357.8112	12.29038226	39425	14:03.9
SL-8 DEB	21160	U	91009X	2022	92.75101153	-2.40E-07	0	-8.60E-05	999	74.0418	187.7632	0.0130908	152.2164	325.7464	12.2473619	38941	01:27.4
SL-8 DEB	21161	U	91009Y	2022	92.89786899	0	0	0.00014538	999	74.0776	0.3674	0.0132442	290.3455	146.8209	12.19421063	38340	32:55.9
SL-8 DEB	21162	U	91009Z	2022	92.92508163	-1.90E-07	0	-4.33E-05	999	73.98	47.1059	0.0136826	123.188	294.006	12.27804507	39287	12:07.1
SL-8 DEB	21163	U	91009AA	2022	93.07408566	5.00E-07	0	0.00053064	999	73.942	306.5886	0.0139768	81.7734	74.1142	12.30740103	39605	46:41.0
SL-8 DEB	21164	U	91009AB	2022	92.87893587	-3.10E-07	0	-0.00014761	999	74.0425	266.0298	0.0126185	237.4589	192.1069	12.22008048	38508	05:40.1
SL-8 DEB	21165	U	91009AC	2022	92.89495167	2.45E-06	0	0.0026518	999	74.1592	271.9703	0.0159662	58.9934	53.6635	12.12126259	37491	28:43.8
SL-8 DEB	21166	U	91009AD	2022	92.86667241	3.00E-07	0	0.00042438	999	74.0672	359.9973	0.0122199	315.5185	110.8208	12.19185845	38308	48:00.5
SL-8 DEB	21167	U	91009AE	2022	92.89831756	3.00E-08	0	0.00014847	999	73.9153	311.4028	0.0137176	149.7648	223.0348	12.29294035	39459	33:34.6
SL-8 DEB	21168	U	91009AF	2022	91.92392419	5.50E-07	0	0.00058346	999	73.9	337.929	0.0198913	221.1171	151.2037	12.2770618	39279	10:27.0
SL-8 DEB	21169	U	91009AG	2022	92.78417297	2.00E-08	0	0.0001628	999	73.9974	200.2542	0.0132423	267.9525	219.3825	12.22865771	38730	49:12.5
SL-8 DEB	21170	U	91009AH	2022	93.06639725	1.86E-06	0	0.0020358	999	74.1124	207.0252	0.0150997	94.6737	77.9035	12.12940067	37627	35:36.7
SL-8 DEB	21171	U	91009AJ	2022	92.72441299	-1.70E-07	0	-1.64E-05	999	73.9526	187.3375	0.0194048	346.4399	129.2675	12.21716683	38597	23:09.3
SL-8 DEB	21172	U	91009AK	2022	93.17719654	-1.40E-07	0	1.08E-06	999	74.0307	100.9474	0.0132727	60.0775	9.8268	12.27681436	39301	15:09.8
SL-8 DEB	21173	U	91009AL	2022	92.94036914	-4.80E-07	0	-0.00031129	999	74.1136	38.4069	0.0137096	251.6441	179.8798	12.19237351	38322	34:07.9
SL-8 DEB	21174	U	91009AM	2022	93.04978554	-1.00E-08	0	0.00013295	999	74.09	185.8448	0.0277903	167.5657	10.4992	11.99275931	36048	11:41.5
SL-8 DEB	21175	U	91009AN	2022	92.83605319	6.00E-08	0	0.00017659	999	73.9395	348.3893	0.0146842	148.9374	281.6285	12.28557424	39372	03:55.0
SL-8 DEB	21176	U	91009AP	2022	92.95758557	-1.30E-07	0	2.28E-05	999	74.0676	22.331	0.0206605	329.0295	99.4036	12.18017516	38179	58:55.4
SL-8 DEB	21177	U	91009AQ	2022	92.72527965	9.20E-07	0	0.0010708	999	74.1087	191.4286	0.0145109	85.1693	348.1287	12.13487281	37657	24:24.2
SL-8 DEB	21178	U	91009AR	2022	93.21172443	-1.34E-06	0	-0.0011746	999	74.0932	104.7649	0.0140642	358.9918	75.2326	12.16306421	38279	04:53.0
SL-8 DEB	21179	U	91009AS	2022	93.22787601	-8.00E-07	0	-0.00065124	999	73.9951	15.952	0.0121606	132.236	342.7369	12.161854	38270	28:08.5
SL-8 DEB	21180	U	91009AT	2022	92.4059726	6.70E-07	0	0.00069796	999	74.0598	120.1204	0.0104562	14.1517	93.2427	12.28627553	39192	44:36.0
SL-8 DEB	21181	U	91009AU	2022	92.45962396	8.40E-07	0	0.00087576	999	73.9486	175.1121	0.0205801	339.5054	33.7588	12.22432592	38631	01:51.5
SL-8 DEB	21182	U	91009AV	2022	92.39970076	6.70E-07	0	0.00075196	999	73.9957	248.1568	0.0153834	320.1988	64.7302	12.21738906	38520	35:34.1
SL-8 DEB	21183	U	91009AW	2022	93.17751894	-1.75E-06	0	-0.0017325	999	74.1811	99.4365	0.0218284	230.2816	201.2997	12.0556619	36677	15:37.6
SL-8 DEB	21184	U	91009AX	2022	93.12683462	4.80E-07	0	0.00059848	999	74.0258	326.9531	0.0132686	358.534	118.0834	12.19082582	38199	02:38.5
SL-8 DEB	21185	U	91009AY	2022	93.11774558	-3.20E-07	0	-0.00017446	999	74.0242	39.6388	0.0203835	80.5599	293.8248	12.16105735	37946	49:33.2
SL-8 DEB	21186	U	91009AZ	2022	92.41053215	-2.66E-06	0	-0.0025877	999	74.1042	205.7504	0.0148314	111.6978	321.6307	12.12971579	37565	51:10.0
SL-8 DEB	21187	U	91009BA	2022	92.35305106	-2.50E-06	0	-0.0025022	999	74.2437	62.8581	0.0177113	59.2172	94.0589	12.09273081	37151	28:23.6
MOLNIYA 3-40	21196	U	91022A	2022	90.9981753	1.30E-06	0	0	999	65.1172	335.0005	0.6856962	275.4427	16.1753	2.02991523	22811	57:22.3
SL-6 R/B(2)	21199	U	91022D	2022	90.55686513	-9.49E-06	0	0	999	64.6553	291.0346	0.6753698	271.818	18.1765	2.05839152	23292	21:53.1
SL-8 DEB	21208	U	91009BB	2022	92.94407941	1.59E-06	0	0.0014093	999	73.9585	320.2689	0.0148998	67.4393	42.5172	12.30852489	39282	39:28.5
SL-8 DEB	21209	U	91009BC	2022	92.7931333	-5.00E-08	0	8.67E-05	999	74.0388	214.9838	0.0134365	190.8472	283.9051	12.23695949	38534	02:06.7
SL-8 DEB	21210	U	91009BD	2022	92.6679998	3.60E-07	0	0.00049312	999	74.0937	75.3386	0.013712	330.7816	142.1163	12.17411689	37817	01:55.2
SL-8 DEB	21211	U	91009BE	2022	93.13085513	1.48E-06	0	0.0014872	999	74.1005	29.2216	0.0200643	263.1837	108.5517	12.19543579	38019	08:25.9
SL-8 DEB	21212	U	91009BF	2022	93.01832041	-1.93E-06	0	-0.0018772	999	74.1636	41.9453	0.0233632	213.3364	219.3712	12.06889683	36653	26:22.9
COSMOS 2139 (GLONASS)	21216	U	91025A	2022	92.62117829	-8.40E-07	0	0	999	65.0869	357.7344	0.0014642	227.4524	132.4623	2.13105405	24127	54:29.8
COSMOS 2140 (GLONASS)	21217	U	91025B	2022	88.32331385	-8.60E-07	0	0	999	65.0786	357.7873	0.0023373	221.5322	311.7939	2.13100851	24110	45:34.3
COSMOS 2141 (GLONASS)	21218	U	91025C	2022	90.23213947	-8.40E-07	0	0	999	65.0722	357.6323	0.0004258	253.003	281.9329	2.13102912	24117	34:16.8
SL-12 R/B(AUX MOTOR)	21220	U	91025F	2022	92.71196453	2.60E-05	0	0.0013871	999	64.6782	115.0425	0.5711933	185.3425	164.1486	4.40580427	48283	05:13.7
SL-12 R/B(2)	21221	U	91025E	2022	92.31512023	-8.30E-07	0	0	999	65.0759	357.3933	0.0012976	221.1523	307.9205	2.13168069	24127	33:46.4
ANIK E2	21222	U	91026A	2022	92.65580822	-3.01E-06	0	0	999	12.8713	23.0702	0.0011731	9.5444	188.729	0.99131495	10183	44:21.8
ARIANE 44P R/B	21223	U	91026B	2022	92.49756767	1.77E-06	0	0.0010448	999	3.8999	118.1573	0.7178056	214.8889	65.2402	2.31094128	23715	56:29.8
SL-12 R/B(AUX MOTOR)	21226	U	91025G	2022	92.92749447	0.00011101	0	0.0013972	999	64.5553	38.1539	0.4596322	133.8223	274.9006	6.32131329	56464	15:35.5
SPACENET 4 (ASC 2)	21227	U	91028A	2022	92.64882625	-3.31E-06	0	0	999	12.4555	24.444	0.0006677	341.5696	204.368	0.99573213	11107	34:18.6
DELTA 2 R/B	21228	U	91028B	2022	92.9640646	3.53E-06	0	7.97E-05	999	24.0028	338.5537	0.1142452	260.4244	86.5543	12.53536439	41738	08:15.2
SPACENET 4 R/B(PAM-D)	21229	U	91028C	2022	90.49330565	-2.15E-06	0	0	999	22.555	1.2899	0.6904654	176.8328	357.8214	2.19698705	24846	50:21.6
COSMOS 2142	21230	U	91029A	2022	92.93302709	6.60E-07	0	5.39E-05	999	82.952	291.4449	0.003847	160.7957	308.7016	13.73168959	55150	23:33.5
SL-8 R/B	21231	U	91029B	2022	92.92718142	6.60E-07	0	5.22E-05	999	82.9495	251.6931	0.0035624	20.3925	88.8056	13.75857162	55425	15:08.5
METEOR 3-4	21232	U	91030A	2022	92.83736682	1.23E-06	0	0.00028784	999	82.5468	191.0255	0.0013265	41.4851	78.1547	13.16644857	48692	05:48.5
SL-14 R/B	21233	U	91030B	2022	93.07128897	9.80E-07	0	0.00022554	999	82.5506	198.5996	0.0017753	62.3137	112.2516	13.16349018	48684	42:39.4
SL-8 DEB	21234	U	91009CT	2022	92.12527514	5.70E-07	0	0.00058251	999	74.0103	321.6451	0.0125698	314.9986	206.9083	12.32575458	39722	00:23.8
SL-8 DEB	21249	U	91009BG	2022	92.91478191	1.20E-07	0	0.00024562	999	74.0695	290.4909	0.0122708	208.698	218.4605	12.22217772	38623	57:17.2
SL-8 DEB	21250	U	91009BH	2022	92.80444972	-5.70E-07	0	-0.00040468	999	74.0657	19.1359	0.0139504	337.5295	86.1764	12.18681898	38216	18:24.5
SL-8 DEB	21251	U	91009BJ	2022	92.31516479	1.98E-06	0	0.0016327	999	73.9556	181.9047	0.0149844	265.9196	152.2643	12.35973739	40139	33:50.2
SL-8 DEB	21252	U	91009BK	2022	92.91158123	3.20E-07	0	0.00040145	999	74.1031	256.1549	0.0126026	89.2986	30.5166	12.24749994	38889	52:40.6
SL-8 DEB	21253	U	91009BL	2022	92.9550048	3.00E-08	0	0.0001675	999	74.1139	167.0769	0.014726	40.316	134.7071	12.14560904	37778	55:12.4
SL-8 DEB	21254	U	91009BM	2022	92.89317894	1.00E-07	0	0.00018827	999	73.8943	5.1946	0.0189525	209.8993	218.1495	12.39338383	40589	26:10.7
SL-8 DEB	21255	U	90111C	2022	92.92993986	1.42E-05	0	0.00041233	999	74.0398	33.7983	0.0014811	206.374	219.5541	14.45071785	64319	19:06.8
SL-8 DEB	21256	U	91009BN	2022	93.10380642	5.40E-07	0	0.00092225	999	73.9755	139.6776	0.0244627	69.2985	321.0886	11.84020919	33974	29:28.9
SL-8 DEB	21257	U	91007D	2022	92.82099389	2.70E-06	0	0.00025666	999	82.9238	18.8437	0.0032303	196.6484	217.2641	13.77170218	56261	42:13.9
NOAA 12	21263	U	91032A	2022	92.92257723	1.02E-06	0	6.06E-05	999	98.5143	94.8652	0.0013332	195.6859	164.391	14.25976467	60596	08:30.7
DELTA 1 DEB	21268	U	75052D	2022	92.92306819	1.60E-06	0	0.00055155	999	99.8608	232.9935	0.0200092	210.975	266.2017	13.06208067	47317	09:13.1
DELTA 1 DEB	21269	U	75052E	2022	92.79480209	1.67E-06	0	0.00047295	999	99.7668	39.3719	0.0119906	48.0998	17.3937	13.23192117	49228	04:30.9
DELTA 1 DEB	21270	U	75052F	2022	92.82767003	-7.30E-07	0	-0.00015138	999	99.4501	36.3524	0.0445574	262.8269	152.8177	12.58895114	41567	51:50.7
DELTA 1 DEB	21271	U	75052G	2022	92.45937083	-1.71E-06	0	-0.00037242	999	99.5501	275.1496	0.0245233	235.7297	180.348	13.01796687	46780	01:29.6
DELTA 1 DEB	21272	U	75052H	2022	92.71851472	6.60E-07	0	0.00030195	999	99.9124	10.1245	0.0309579	99.4254	317.7203	12.92903667	39104	14:39.7
DELTA 1 DEB	21273	U	75052J	2022	92.95096385	5.00E-07	0	0.00017714	999	99.8864	334.8261	0.0036598	21.9594	348.4185	13.3768202	28796	49:23.3
DELTA 1 DEB	21275	U	75052L	2022	93.22268965	7.90E-07	0	0.00019109	999	100.0054	341.2894	0.0034161	12.3191	102.0673	13.51484501	52476	20:40.4
DELTA 1 DEB	21276	U	75052M	2022	92.70534358	2.60E-07	0	0.00013948	999	100.1299	354.1592	0.0046002	177.6987	237.0031	13.3534406	50664	55:41.7
DELTA 1 DEB	21277	U	75052N	2022	92.87745374	8.50E-07	0	0.00030343	999	99.7251	325.9347	0.0132724	240.1185	128.1333	13.1874494	48745	03:32.0
DELTA 1 DEB	21278	U	75052P	2022	92.87896256	1.97E-06	0	0.00078681	999	99.8265	65.3823	0.0389329	336.8413	73.1895	12.76987449	44041	05:42.4
DELTA 1 DEB	21279	U	75052Q	2022	92.4652928	8.70E-07	0	0.00017915	999	99.4144	299.0737	0.0056033	17.0937	44.6254	13.57079972	53057	10:01.3
DELTA 1 DEB	21280	U	75052R	2022	92.90962216	8.10E-07	0	0.00017568	999	99.4784	315.741	0.0051586	120.9648	249.8776	13.55628359	52912	49:51.4
DELTA 1 DEB	21281	U	75052S	2022	92.83827567	7.30E-07	0	0.00023078	999	99.8381	50.9358	0.0057601	16.7094	35.9774	13.33950491	50486	07:07.0
DELTA 1 DEB	21282	U	75052T	2022	92.72398668	3.10E-07	0	0.00016285	999	99.6667	105.9592	0.0099672	331.5735	88.4996	13.24559053	49443	22:32.4
DELTA 1 DEB	21283	U	75052U	2022	92.92943093	-2.63E-06	0	-0.00068074	999	99.7563	330.7229	0.0243526	138.5666	233.5432	12.97500136	46350	18:22.8
DELTA 1 DEB	21284	U	75052V	2022	92.94044282	6.70E-07	0	0.00022485	999	99.8082	217.4846	0.0077619	65.4238	44.5524	13.3092364	50119	34:14.3
DELTA 1 DEB	21285	U	75052W	2022	92.96831203	2.50E-07	0	0.00012322	999	99.851	339.3896	0.0020224	115.857	253.1981	13.4106678	51261	14:22.2
DELTA 1 DEB	21286	U	75052X	2022	93.23566951	-5.00E-08	0	7.43E-05	999	99.6971	312.3657	0.005289	289.1219	185.3793	13.33330568	50487	39:21.8
DELTA 1 DEB	21287	U	75052Y	2022	92.96237963	-9.00E-08	0	8.00E-05	999	99.7704	338.8198	0.0130207	261.6895	106.8962	13.17841056	48718	05:49.6
DELTA 1 DEB	21288	U	75052Z	2022	92.85387473	2.65E-06	0	0.0010995	999	99.6686	228.1773	0.0349314	297.9433	191.2417	12.75526261	43914	29:34.8
DELTA 1 DEB	21289	U	75052AA	2022	92.85059593	1.41E-06	0	0.00052736	999	99.9856	191.8978	0.0245193	236.3045	247.2295	12.99567826	46495	24:51.5
DELTA 1 DEB	21290	U	75052AB	2022	92.49603818	3.70E-07	0	0.00029202	999	99.5156	289.9444	0.0513639	109.5578	321.7005	12.43067041	40188	54:17.7
DELTA 1 DEB	21291	U	75052AC	2022	92.90735841	3.28E-06	0	0.00032757	999	99.7887	173.1984	0.0140848	103.3308	319.6295	13.8132662	55540	46:35.8
DELTA 1 DEB	21292	U	75052AD	2022	92.83045468	2.58E-06	0	0.00036208	999	99.9595	299.4633	0.0225812	326.3331	43	13.57468685	52890	55:51.3
DELTA 1 DEB	21293	U	75052AE	2022	92.75376201	1.39E-06	0	0.00056342	999	99.9422	6.593	0.0272272	165.6139	261.2559	12.91313306	45484	05:25.0
DELTA 1 DEB	21294	U	75052AF	2022	92.74085178	2.94E-06	0	0.0010378	999	99.902	9.4918	0.025218	31.7871	21.1501	12.94119079	45783	46:49.6
DELTA 1 DEB	21295	U	75052AG	2022	93.0741248	1.98E-06	0	0.00042946	999	99.8415	307.5556	0.00202	108.83	16.9139	13.4208812	51186	46:44.4
DELTA 1 DEB	21296	U	75052AH	2022	92.41744265	2.13E-06	0	0.00063639	999	99.6411	39.8727	0.0235682	235.6121	245.5863	13.09872684	47503	01:07.0
DELTA 1 DEB	21297	U	75052AJ	2022	92.95515318	9.90E-07	0	0.0002857	999	99.8433	338.0876	0.0071349	62.3339	6.1963	13.32777818	50151	55:25.2
COSMOS 2143	21299	U	91033A	2022	92.81809524	3.10E-07	0	0.00010961	999	82.578	206.4502	0.0011712	304.6422	169.6303	12.63864468	42448	38:03.4
COSMOS 2144	21300	U	91033B	2022	92.85634072	2.90E-07	0	0.00010104	999	82.5779	229.8647	0.0004428	3.2303	356.8816	12.62333529	42261	33:07.8
COSMOS 2145	21301	U	91033C	2022	92.82983446	3.20E-07	0	0.00011626	999	82.5711	210.5853	0.0007653	343.3959	16.6881	12.63096033	42353	54:57.7
COSMOS 2146	21302	U	91033D	2022	93.00006455	5.20E-07	0	0.00022477	999	82.5796	198.9568	0.0014713	282.7471	77.1977	12.64496109	42539	00:05.6
COSMOS 2147	21303	U	91033E	2022	93.01271434	4.50E-07	0	0.00018404	999	82.5704	182.1312	0.0017717	257.8163	276.7781	12.65103015	42606	18:18.5
COSMOS 2148	21304	U	91033F	2022	92.76357856	5.20E-07	0	0.00021991	999	82.5767	177.7375	0.0022817	214.46	272.3724	12.65926901	42669	19:33.2
SL-14 R/B	21305	U	91033G	2022	93.13423602	1.70E-07	0	3.94E-05	999	82.5645	316.5367	0.0037254	216.5511	320.8352	12.54806943	41457	13:18.0
DELTA 1 DEB	21317	U	75052AK	2022	90.30058913	1.88E-05	0	0.0034862	999	100.0904	27.0074	0.0229317	35.5827	115.1192	13.31455712	47516	12:50.9
DELTA 1 DEB	21318	U	75052AL	2022	92.81813221	8.53E-05	0	0.0030878	999	99.3812	293.4191	0.0166955	353.6378	18.82	14.26234159	56864	38:06.6
DELTA 1 DEB	21319	U	75052AM	2022	92.74470118	5.33E-06	0	0.0015189	999	99.7118	32.5027	0.0238027	136.4298	286.7078	13.05838197	46959	52:22.2
DELTA 1 DEB	21320	U	75052AN	2022	93.13485427	2.45E-06	0	0.00029881	999	99.7042	305.976	0.0129275	124.8587	349.1285	13.7253327	54496	14:11.4
DELTA 1 DEB	21324	U	75052AS	2022	92.9435891	1.73E-05	0	0.0041416	999	99.584	223.1132	0.0320464	217.636	262.2999	13.06988302	46503	38:46.1
DELTA 1 DEB	21325	U	75052AT	2022	93.23310743	2.48E-05	0	0.0019127	999	99.7459	344.1468	0.011928	304.8355	169.3966	13.90742902	54904	35:40.5
DELTA 1 DEB	21326	U	75052AU	2022	92.68632531	1.12E-06	0	0.00028138	999	99.9738	352.0135	0.0030437	182.8708	240.5198	13.41138458	50996	28:18.5
DELTA 1 DEB	21327	U	75052AV	2022	92.95247677	-4.20E-07	0	-2.22E-05	999	99.7291	162.916	0.0278363	82.6182	91.1791	12.89676616	45310	51:34.0
DELTA 1 DEB	21329	U	75052AX	2022	92.88321807	5.65E-05	0	0.0028657	999	99.7112	321.696	0.0221232	15.7174	355.9494	14.04539461	54980	11:50.0
DELTA 1 DEB	21330	U	75052AY	2022	92.68425667	3.70E-07	0	0.00012604	999	100.109	352.4055	0.0307129	41.1324	11.673	13.32973072	50050	25:19.8
DELTA 1 DEB	21331	U	75052AZ	2022	92.92671534	3.70E-07	0	0.00014872	999	99.865	336.6827	0.0025432	234.4957	137.3785	13.39507078	51118	14:28.2
SL-8 DEB	21332	U	91009CP	2022	88.85323038	1.43E-06	0	0.0015313	999	74.1998	232.5392	0.0143638	293.1338	223.442	12.17261029	33220	28:39.1
DELTA 1 DEB	21333	U	75052BB	2022	92.80215465	3.20E-07	0	0.00012632	999	99.6584	277.7084	0.0002969	317.1495	113.6659	13.45173466	51756	15:06.2
DELTA 1 DEB	21335	U	75052BD	2022	92.74341359	0.00018629	0	0.011513	999	99.129	20.1915	0.0054073	276.0827	83.418	14.04567061	52855	50:30.9
DELTA 1 DEB	21336	U	75052BE	2022	92.78440264	1.67E-05	0	0.0033136	999	99.1983	119.7415	0.0175007	55.6051	359.8057	13.30919515	48621	49:32.4
DELTA 1 DEB	21338	U	75052BG	2022	92.98208832	3.20E-07	0	0.00014252	999	99.4965	83.1034	0.0060913	4.0354	13.5661	13.34663548	50390	34:12.4
DELTA 1 DEB	21339	U	75052BH	2022	93.01661837	9.80E-07	0	0.0004805	999	99.5454	94.0247	0.0375426	341.12	34.9445	12.73440927	43447	23:55.8
DELTA 1 DEB	21341	U	75052BK	2022	93.07592007	1.98E-06	0	0.00084997	999	99.7704	13.753	0.0500617	52.2327	321.907	12.57918143	41692	49:19.5
DELTA 1 DEB	21342	U	75052BL	2022	92.32832338	3.02E-05	0	0.0012337	999	99.9847	224.2464	0.0155863	279.5832	133.6928	14.21838799	58564	52:47.1
DELTA 1 DEB	21343	U	75052BM	2022	92.77353344	0.00018308	0	0.0092555	999	99.0399	181.1907	0.0078331	318.3052	41.2166	14.14588661	55478	33:53.3
DELTA 1 DEB	21345	U	75052BP	2022	92.74306775	-1.08E-06	0	-0.0001887	999	99.391	146.2463	0.0190062	37.215	86.2654	13.09909551	47336	50:01.1
DELTA 1 DEB	21346	U	75052BQ	2022	93.06488066	0.00026259	0	0.019451	999	98.9317	120.7311	0.0173034	45.4425	316.0714	13.8826429	51100	33:25.7
DELTA 1 DEB	21347	U	75052BR	2022	92.67746321	6.48E-05	0	0.010876	999	99.4017	357.7383	0.0432447	28.877	31.9792	13.14850408	46133	15:32.8
DELTA 1 DEB	21351	U	75052BV	2022	92.78684648	2.10E-07	0	0.00012695	999	99.6655	277.6137	0.0066013	45.758	326.0182	13.31426137	49973	53:03.5
DELTA 1 DEB	21352	U	75052BW	2022	92.243009	1.24E-05	0	0.0028017	999	99.5158	270.6911	0.0296829	228.7404	309.0326	13.13750359	47188	49:56.0
DELTA 1 DEB	21353	U	75052BX	2022	91.93548785	3.80E-07	0	0.0003352	999	99.5271	257.4391	0.0519561	246.4423	275.0498	12.40459916	39726	27:06.1
DELTA 1 DEB	21354	U	75052BY	2022	93.02979076	1.24E-05	0	0.0025065	999	99.4875	102.5309	0.0237032	64.1159	357.0711	13.2589532	48517	42:53.9
DELTA 1 DEB	21355	U	75052BZ	2022	93.17288282	6.00E-08	0	0.0001172	999	99.7136	183.5516	0.0149799	354.4068	64.7906	13.14051692	48064	08:57.1
DELTA 1 DEB	21356	U	75052CA	2022	92.96088983	7.10E-07	0	0.00023174	999	99.5765	85.9908	0.0093393	12.8461	12.4057	13.30216177	49791	03:40.9
DELTA 1 DEB	21358	U	75052CC	2022	92.89356414	2.64E-06	0	0.0007583	999	99.573	97.1806	0.0171198	51.2063	12.9883	13.14222185	47811	26:43.9
DELTA 1 DEB	21360	U	75052CE	2022	92.9376375	-5.00E-08	0	7.67E-05	999	99.8468	207.4744	0.0078131	119.1325	349.6049	13.29291839	49757	30:11.9
DELTA 1 DEB	21361	U	75052CF	2022	87.21053932	-4.51E-05	0	-0.026875	999	99.5692	345.4877	0.0695122	298.3625	226.3542	12.01279692	34361	03:10.6
DELTA 1 DEB	21362	U	75052CG	2022	87.98592859	1.76E-05	0	0.0063328	999	99.4882	153.7594	0.064027	184.9695	305.7224	12.42375882	38003	39:44.2
DELTA 1 DEB	21363	U	75052CH	2022	92.91522286	2.70E-07	0	0.00017708	999	99.6612	132.2446	0.017464	232.9732	252.8721	13.09925228	47528	57:55.3
DELTA 1 DEB	21364	U	75052CJ	2022	92.26014507	8.30E-07	0	0.00036193	999	99.6912	201.2417	0.0256303	174.3055	243.4176	12.9629815	45817	14:36.5
DELTA 1 DEB	21365	U	75052CK	2022	92.58580022	5.64E-06	0	0.0018076	999	99.6825	305.0298	0.0232245	61.0205	0.2219	12.98169788	46194	03:33.1
DELTA 1 DEB	21366	U	75052CL	2022	92.9086485	2.14E-06	0	0.0004511	999	99.8463	339.4097	0.0022367	119.7668	301.6058	13.43001575	51158	48:27.2
DELTA 1 DEB	21367	U	75052CM	2022	92.89619812	1.24E-06	0	0.00034555	999	99.8256	210.6432	0.0074515	62.7906	59.1149	13.30847714	49838	30:31.5
DELTA 1 DEB	21368	U	75052CN	2022	93.10320481	1.70E-07	0	7.94E-05	999	99.4741	288.1018	0.007631	170.0785	305.7062	13.59088059	53116	28:36.9
DELTA 1 DEB	21369	U	75052CP	2022	92.91294924	6.30E-05	0	0.0025906	999	99.6758	325.9581	0.0091261	151.172	221.8214	14.25142737	57331	54:38.8
DELTA 1 DEB	21370	U	75052CQ	2022	92.75428542	2.80E-07	0	0.00015091	999	99.7293	271.5331	0.0079203	250.5354	122.6521	13.27965917	49577	06:10.3
DELTA 1 DEB	21371	U	75052CR	2022	92.73130243	2.30E-07	0	0.00015687	999	99.6909	261.9575	0.0153422	85.9008	289.3531	13.14070703	48016	33:04.5
